name,brand,family,notes_top,notes_heart,notes_base
perceive-soleil,avon,citrus,yuzu|ozonic notes|mandarin orange,mandarin blossom|pink pepper|freesia|violet leaves,white tea|woodsy notes|musk
step-into-sexy,avon,powdery,raspberry|violet leaf|freesia,violet|orchid|brazilian rosewood,amber|cashmeran|iris
azzaro-now-women,azzaro,fresh,white tea|passionfruit|bergamot,aldehydes|tahitian tiare flower|jasmine,musk|brazilian rosewood|amber
gypsy-water-eau-de-cologne,byredo,woody,bergamot|lemon|juniper berries|pepper,pine tree|incense|orris root,vanilla|sandalwood|amber
encounter,calvin-klein,warm spicy,rum|cardamom|mandarin orange,cognac|pepper|patchouli|jasmine,agarwood (oud)|cedar|musk
delices-de-cartier-eau-fruitee,cartier,floral,rhubarb|mandarin orange|bergamot,cherry blossom|jasmine,amber|sandalwood
gold,commodity,woody,amber|vanilla|sandalwood,vanilla|iso e super,saffron|patchouli|nutmeg
provocative-woman,elizabeth-arden,floral,quince|ginger|lotus|raspberry|peach,orchid|pink freesia|apricot|papaya,sandalwood|amber|hinoki wood|red amber|white tea|cedar
true-love,elizabeth-arden,powdery,apricot|peach|freesia|green notes,iris|rose|orris root|heliotrope|lily-of-the-valley|jasmine,sandalwood|vanilla|amber|cedar
desire-me,escada,sweet,citruses|mandarin orange|clementine,green notes|peony|orchid|honeysuckle,coffee|dark chocolate|sweet notes|custard
aqua-allegoria-florabloom,guerlain,tuberose,mango|bergamot|lime,tuberose|iris|violet|rose,coconut|musk|sandalwood
aqua-allegoria-tutti-kiwi,guerlain,fruity,rhubarb|lemon|mandarin orange,kiwi|false jasmine|pelargonium,sandalwood|woodsy notes|bourbon vanilla
aqua-allegoria-forte-oud-yuzu,guerlain,citrus,yuzu,agarwood (oud),cedar
a-drop-d-issey-essentielle,issey-miyake,floral,green leaves,aquatic notes|lilac,magnolia|musk
lavender-coriander-cologne,jo-malone-london,aromatic,sage,lavender|coriander,tonka bean
juicy-couture-oui,juicy-couture,fruity,watermelon|pear|tea|acai berry,honeysuckle|jasmine|tuberose,musk|woodsy notes|amber
madly-kenzo,kenzo,powdery,pink pepper|african orange flower,incense|heliotrope|rose,virginia cedar|musk|vanille
crepusculum-mirabile-63,l-artisan-parfumeur,white floral,jasmine,sandalwood,tonka bean
musk-salama,lattafa-perfumes,musky,white musk|fruits,white musk|amber,woodsy notes|moscow mule|leather|agarwood (oud)
l-eau-jolie,lolita-lempicka,fruity,pear|black currant,peach blossom|neroli,musk|cedar
aoud-s,mancera,oud,clove|cinnamon|bergamot,ylang-ylang|rose|jasmine|violet,agarwood (oud)|leather|white musk
beast-love,montale,fruity,pear|plum|sicilian bergamot,leather|cedar|turkish rose|vetiver,vanilla|tonka bean|musk|amber
toy,moschino,aromatic,cardamom|juniper berries|mandarin orange|bergamot,lavender|violet|hawthorn,cedar|sandalwood|vanilla|moss
sintonia-maxx,natura,amber,spicy notes|herbal notes,woody notes|vetiver,amber
linked-he,o-boticario,citrus,mandarin orange|water notes|bergamot,geranium|cyclamen|lilac|tincture of rose,vetyver|amber|musk|woodsy notes
hamdani,parfums-de-marly,amber,olibanum|myrhh,guaiac wood|cloves|honey,leather|styrax|papyrus|tobacco|benzoin|sandalwood
bushra,rasasi,warm spicy,agarwood (oud)|saffron,spicy notes|floral notes,musk|amber|woody notes
la-belle-et-l-ocelot-eau-de-toilette,salvador-dali,floral,apple blossom|pear|grapefruit,turkish rose|egyptian jasmine|iris,musk|cedar
electric-cherry,tom-ford,musky,cherry|ginger,jasmine sambac,pink pepper|ambrettolide|musk
dirty-velvet,vilhelm-parfumerie,woody,pomelo,tobacco leaf|fig,vetiver|salt|sandalwood
cruz-del-sur-i,xerjoff,leather,rum|grapes|bergamot,dried fruits|cloves|cumin|cedar|cinnamon,leather|castoreum|myrhh|incense|labdanum|sandalwood|amber
frsh-003-frv,zara,woody,lemon,vetiver,cedar
eau-03-positano-sunrise,zara,coconut,violet,piña colada,woody notes|incense
classics-5-0,zara,fruity,apple|cassis,geranium,leather|patchouli
moon-2012,oriflame,warm spicy,ginger|citruses|cardamom,lily-of-the-valley|iris,woody notes|musk
se-swedish-experience-wild-hearts,oriflame,aromatic,rosemary,floral notes,musk|myrrh
giordani-white-gold,oriflame,white floral,freesia|raspberry|hyacinth|mandarin orange,jasmine|nectarine|honeysuckle|rose,musk|patchouli|moss|vanilla
scent-of-liu-jo,liu-jo,white floral,violet leaf|lemon|cardamom,lily-of-the-valley|fig|jasmine,sandalwood|musk|amber
fan-di-fendi-blossom,fendi,floral,pear|raspberry|pink pepper,japanese cherry blossom|magnolia|egyptian jasmine,white musk|vanilla
wildblue,banana-republic,woody,sage|tea,woodsy notes|cedar,musk|vetiver
in-me,armand-basi,citrus,pink grapefruit|pink pepper|raspberry|ginger,orange blossom|magnolia|jasmine sambac|indian jasmine|rose,iris|patchouli|sandalwood|cashmere wood
mrs-incognito,faberlic,citrus,grapefruit|sweet orange|pear,palisander rosewood|plum|passion flower,madagascar vanilla|sandalwood|white musk
kaori-yuzu,faberlic,citrus,lemon|yuzu|grapefruit|tangerine,green tea|rhubarb|white flowers|black currant|rose,musk
eau-de-lacoste-l-12-12-blue,lacoste-fragrances,aromatic,grapefruit|mint,sage|african orange flower,fern|patchouli|virginia cedar
evening-mystique,zaharoff,aromatic,carrot seeds|coriander|angelica,incense|tuscan iris|juniper berries|cypress|rose,incense|vetiver|myrrh|cedar|patchouli|musk|ambergris
this-is-me,zadig-voltaire,lactonic,milk|vanilla,cashmeran,sandalwood
brise-marine,arteolfatto,aromatic,sea notes|myrtle|bergamot,cyclamen|acácia|lily-of-the-valley|ylang-ylang|coconut,white musk|vanilla|patchouli
heat,beyonce,sweet,peach|orchid|magnolia|neroli,almond|macarons|musk|honeysuckle,amber|tonka bean|sequoia
rise,beyonce,woody,apricot|bergamot|basil,orchid|jasmine sambac|freesia,cashmirwood|musk|woodsy notes|vetiver
fig-porn,borntostandout,fruity,fig|pear|bergamot,peony|turkish rose|cedar,vanilla|musk|amber|sandalwood
cafe-cafe-adventure,cafe-parfums,aromatic,sage|lemon|bergamot|mandarin orange,nutmeg|geranium|jasmine|palisander rosewood|lily-of-the-valley,musk|ambergris|sandalwood|cedar
pomelo-fizz,comptoir-sud-pacifique,citrus,grapefruit|tangerine|bergamot,black currant|orange blossom|artemisia,musk|myrrh|amber
bohemian-water,alt-fragrances,woody,lemon|juniper|bergamot,pine needles|orris root|incense,sandalwood|vanilla|amber
diesel-zero-plus-feminine,diesel,fruity,pineapple|nutmeg|cinnamon|red apple|plum|pepper|cassia|bitter orange,magnolia|orchid|lily-of-the-valley|jasmine|moroccan rose|iris,cacao|vanilla|white musk|amber|sandalwood|cedar
fawn,ellis-brooklyn,citrus,neroli|sicilian bergamot|magnolia,coconut milk|lily-of-the-valley|damask rose,musk|vanilla|amber
precious-mettle-eau-de-toilette,f1-parfums,woody,mandarin orange|pink pepper|lavender,leather|moss|woody notes,amber|vetiver|patchouli
ritm-rhythm,holynose-parfums,savory,rice|mint|pink pepper,black currant leaf|buchu or agathosma|guaiac wood,mineral notes|benzoin|white musk
cobra,jeanne-arthes,white floral,tagetes|aldehydes|tangerine|orange,tuberose|spices|ylang-ylang|jasmine|peach|orange blossom|orris root|red berries,sandalwood|vanilla|musk|vetiver|cedar
karl-lagerfeld-paradise-bay-for-women,karl-lagerfeld,fruity,litchi|pineapple|peach,magnolia|rose|jasmine,musk|vanilla|sandalwood
curve-appeal-for-women,liz-claiborne,powdery,mandarin orange|red apple|nectarine,violet|iris|jasmine,musk|patchouli|vanille|amber|sandalwood
curve-chill-for-men,liz-claiborne,citrus,aldehydes|lime|bergamot,violet|green tea|white pepper|coriander,sandalwood|cardamom|musk|vetiver
les-rendez-vous,lulu-castagnette,fruity,red berries|lime|pear,rose|peony|violet|peach,vanila|white musk|cedar
elephant-roses,maria-candida-gentile,aromatic,thyme|rock rose|osmanthus,ambergris|rose|jasmine,java vetiver oil|sandalwood
mediterranee,molinard,fresh,calone|green notes|tiare flower,sage|rose|labdanum,immortelle|white musk|cashmeran|sandalwood
yacht-man-red,myrurgia,warm spicy,cardamom|grapefruit,earthy notes,black pepper|musk|sandalwood
bohemian-garden,naomi-campbell,white floral,peach blossom|pear|lemon,jasmine|lily-of-the-valley|rose|cotton flower|orange blossom,vanilla|cedar|musk|sandalwood|moss
castelli-di-sabbia,nobile-1942,warm spicy,dates,cardamom|cinnamon|black pepper,musk|cypriol oil or nagarmotha|vanilla|cedar|vetiver
petali-e-spade,nobile-1942,aldehydic,aldehydes|white peach|tea|bergamot,osmanthus|jasmine|magnolia,musk|vanilla|sandalwood|amber|myrrh
ganymedes,patrice-martin,woody,mineral notes|mandarin orange|cumin|cypriol oil or nagarmotha,violet|suede|black pepper|nutmeg|saffron,akigalawood|osmanthus|patchouli
dynastie-vamp,princesse-marina-de-bourbon,citrus,lemon|mandarin orange,jasmine|gardenia,cedar|musk
rook-by-rook,rook-perfumes,smoky,smoke|cardamom|incense|ginger|ylang-ylang,agarwood (oud)|tobacco|guaiac wood|violet,castoreum|vetiver|ambrette (musk mallow)|civet|ambergris
classico,tonino-lamborghini,aromatic,lemon|cardamom|passionfruit,lavender|sage|basil,tonka bean|benzoin|woody notes
garage,wild-drops-parfums,plastic,metallic notes|cognac|black tea,hot iron|plastic|suede|tobacco|cedar|pine tree|woody notes,gasoline|rubber|birch tar|leather|white oud|cedar|amber
steel,victorinox-swiss-army,aromatic,lavender|violet leaf,sea notes|moss,cedar
english-lavender-contemporary-edition,yardley,aromatic,clary sage|bergamot,lavender|violet|chamomile|eucalyptus|geranium|jasmine,woodsy notes|patchouli|vanilla
hertz,thera-cosmeticos,woody,fig|lemon|grapes|bergamot,red wine|rose|vanilla,patchouli|cedar|vetiver|amber
willow-woods,skylar,woody,red willow|heliotrope,balsam fir|pine,woodsy notes|olibanum
so-dupont-pour-femme-eau-de-toilette,s-t-dupont,floral,pear|hyacinth|blackberry|ylang-ylang,peony|magnolia|lily-of-the-valley|jasmine,sandalwood|musk|cedar|patchouli
pure-mariposa,ramon-monegal,fruity,water notes|calone|yuzu|plum|black currant|orange|grapefruit|bergamot,fig|grass|osmanthus|tuberose|oakmoss|taif rose|lily-of-the-valley|jasmine,cashmeran|peach|patchouli|tonka bean|iris|sandalwood|amber
aurum,moresque,woody,saffron,balsam fir|styrax|myrrh,patchouli|agarwood (oud)|guaiac wood
tar,miguel-matos,sweet,licorice|star anise|aldehydes|pineapple|bergamot|palisander rosewood,smoke|rum|oregano|cinnamon|lavender|lily-of-the-valley|ylang-ylang,caramel|agarwood (oud)|coffee|opoponax|animal notes|tobacco|tonka bean|musk|patchouli
message-in-a-perfume,mark-buxton,white floral,magnolia|ylang-ylang|neroli,jasmine sambac|magnolia|orange blossom|ylang-ylang|neroli|rose oil,civet|ambergris|sandalwood|labdanum
amour,il-profvmo,iris,peach|mandarin orange,iris|lily|freesia|lily-of-the-valley,musk
icy-fantasy,fiorucci,fruity,wild strawberry|raspberry|granny smith apple,peach|violet|tea rose,vanilla|musk|sandalwood
majestic,fiorucci,vanilla,mandarin orange,thyme,vanilla|oak
s-premium,eudora,floral,bergamot,floral notes|rose|jasmine,ambroxan|patchouli
emanuel-ungaro-apparition-wild-orange,emanuel-ungaro,fresh spicy,bergamot|lime|cardamom,nutmeg|rosemary|lavender,sandalwood|vetiver|vanille
fruit-d-amour-pink,emanuel-ungaro,fruity,red apple|blackberry|yuzu,rose|peony,musk|sandalwood|cedar
hungary-water-eau-de-cologne,crabtree-evelyn,aromatic,bergamot|mint|pink pepper,cypress|rosemary|geranium,amber|sandalwood|musk
cherry-noir,christina-aguilera,sweet,plum|bitter orange|red peony,cherry blossom|jasmine|gardenia,brown sugar|sandalwood|musk
loubifunk,christian-louboutin,fruity,black currant,turkish rose,patchouli
sweet-william,carner-barcelona,warm spicy,white pepper|cardamom|chinese cinnamon wood|galanga,ylang-ylang|tobacco blossom|rose water|fringed pink,tuscan iris|vanilla absolute|styrax|ambrarome
magic-mushrooms,bohoboco,aromatic,cypress|grapefruit|cardamom,mushroom|cannabis|green notes|cassis|davana|immortelle|clove|thyme|ylang ylang|lavender,moss|aquatic notes|patchouli|vetiver
blugirl-jus-no-1,blumarine,citrus,grapefruit|amalfi lemon|pear|litchi|mandarin orange,sea water|champagne|jasmine|freesia|magnolia,musk|sandalwood|vanille|amber
bijan-wicked,bijan,woody,red currant|bergamot|mandarin orange,blue lotus|jasmine,patchouli|amber|vetiver
sweet-pulp,astrophil-stella,fruity,pear|peach|blood orange|bergamot|petitgrain,fig|rose,patchouli|vanilla|sugar|ambergris|oakmoss|sandalwood
aquavibe-alfazema,avon,lavender,green leaves|mint|eucalyptus,lavender|carnation|rose,patchouli|sandalwood|musk
celebre,avon,floral,cyclamen|fruity notes|pepper,peony|freesia|white magnolia|lily-of-the-valley|jasmine,cedar|sandalwood
far-away,avon,vanilla,coconut|ylang-ylang|peach|karo karounde|orange,jasmine|gardenia|violet|freesia|osmanthus|rose,vanilla|sandalwood|amber|musk
mademoiselle-l-eau-tres-charmante,azzaro,fruity,grapes|black currant,peony|pear,musk|sandalwood
body-crystal-baccarat,burberry,powdery,peach|wormwood,rose|iris|sandalwood,vanilla|musk|tonka bean|cashmere wood
omnia-golden-citrine,bvlgari,yellow floral,white peach|sicilian mandarin,ylang-ylang|jasmine,benzoin|cedar
ck-in2u-for-him,calvin-klein,aromatic,lemon|tomato leaf,cacao pod,cedar|white musk|vetiver
euphoria-blush,calvin-klein,fruity,raspberry|mandarin orange|blackberry|pink pepper,rose|orchid|jasmine,patchouli|cashmere wood|chocolate|white amber
mirror-by-kaws,comme-des-garcons,powdery,neroli|turmeric,powdery notes|orange blossom,sinfonide|cashmeran|benzoin
lemon,dolce-gabbana,citrus,sicilian lemon|calabrian bergamot|petitgrain,ginger,haitian vetiver
mediterranean,elizabeth-arden,floral,plum|sicilian mandarin|peach,wisteria|magnolia|orchid,musk|sandalwood|amber
heaven-can-wait,frederic-malle,powdery,cloves|carrot seeds|pimento seeds|ambrette|plum,iris|vetiver|magnolia|cashmeran|cedar,musk|peach|vanilla
l-eau-d-issey-pivoine,issey-miyake,fruity,peony|pear,raspberry,sandalwood
pleats-please-eau-de-parfum,issey-miyake,floral,peony,white flowers|sweet pea,patchouli|cedar|vanilla
red-roses-cologne,jo-malone-london,rose,violet leaves|lemon,rose|bulgarian rose|turkish rose|damask rose|may rose|french rose,honeycomb
in-full-bloom,kate-spade,rose,green notes|green tea|lemon,may rose|rose petals|lotus|peony,white wood|cedar|peach
walk-on-air-sunshine,kate-spade,floral,bergamot|magnolia petals|cyclamen|litchi,magnolia|night blooming cereus|ylang-ylang|egyptian jasmine|bulgarian rose,heliotrope|iris|sandalwood|ambrette (musk mallow)|amber
l-eau-kenzo-florale,kenzo,rose,peony,rose,cedar
abyssis,les-liquides-imaginaires,aquatic,calypsone|black pepper|white pepper,ambroxan|cedar|sandalwood,cosmone|styrax
juicy-flowers,mancera,fruity,red fruits|pear|pink pepper|citruses,rose|peach|sandalwood|jasmine,white musk|raspberry|ambergris|vanilla
daisy-pop,marc-jacobs,citrus,grapefruit|yuzu|violet leaf,violet|jasmine|kumquat,musk|pamplewood|vanilla
cool-vibe,natura,fresh,pear|citruses|water notes|green notes|apple|pink pepper,jasmine|tagetes|rose|violet,cedar|musk|amber|whipped cream
lady-million-eau-my-gold,paco-rabanne,citrus,mango|neroli|grapefruit|mandarin orange|bergamot,orange blossom|violet,musk|cedar|amber|sandalwood
romance-eau-de-parfum-intense,ralph-lauren,woody,black currant|green mandarin|bergamot,violet leaves|marigold|rose|lily of the valley|ylang ylang,sandalwood|cedarwood|vanilla|patchouli
blue-lady,rasasi,white floral,tuberose|ylang-ylang|african orange flower|violet leaf,jasmine|plum|narcissus|peach,sandalwood|vanille|musk|amber|vetyver
mukhallat-lil-abhaya-wa-shela,rasasi,rose,rose|saffron,amber|tobacco,musk
vv-man,roberto-verino,warm spicy,melon|orange|cardamom|mandarin orange|bergamot,pepper|cloves|violet|heliotrope|cinnamon|rose|jasmine,cedar|sandalwood|musk|ambergris|patchouli|civet
mademoiselle-rochas-in-black,rochas,fruity,blackberry|black tea|bergamot,leather|rose|hawthorn,ambroxan|black vanilla husk|oakmoss
risque-pour-femme-essence-de-parfum,roja-dove,woody,bergamot,chamomile|hyacinth|peach|may rose|ylang-ylang|jasmine,oakmoss|patchouli|labdanum|cedar|vetiver
little-kiss-cherry,salvador-dali,floral,litchi|yuzu|amalfi lemon,cherry blossom|camelia|lotus,magnolia|rice|musk
oui-a-l-amour-collector-edition-2019,yves-rocher,amber,angelica,rose,tonka bean|cedar
uomo,zara,amber,bergamot,nutmeg,amber
macaque,zoologist-perfumes,green,green apple|cedar|blood mandarin,galbanum|jasmine tea|palisander rosewood|honey|ylang-ylang|olibanum,green tea|cedarmoss|white oud|musk
aura,swarovski,rose,litchi|rose,tuberose,pink pepper|musk|benzoin|amber
muse,oriflame,floral,green notes|bergamot|pink pepper,violet|lilac|rose,musk|sandalwood|virginia cedar
miss-o,oriflame,fruity,kiwi|pineapple|grapefruit|black currant|bergamot,coconut milk|heliotrope|peach|lily,sandalwood|musk|amber|cedar
kensie-life-beat,kensie,sweet,wild berries|peach|fruits|citruses|cassis|coconut|apple,lily-of-the-valley|violet|magnolia|heliotrope|neroli|jasmine|rose|green notes|geranium,sugar|vanilla|amber|cashmere musk|woody notes|patchouli
fresh-bloom,desigual,fruity,raspberry|mangosteen,may rose|jasmine sambac,cedar|sandalwood
her-secret-night,antonio-banderas,fruity,black currant|green apple|mandarin orange|lemon,orange blossom|gardenia,tonka bean|patchouli|amber|sandalwood
sisterland-red-rose,benetton,sweet,peach|grapefruit,iris flower|rose,praline|amber
dream-of-fly,bi-es,fruity,black currant|mandarin orange,cherry blossom|jasmine,cedar|tonka bean
chevignon-cc,chevignon,aromatic,rosemary|grapefruit|caraway|bergamot,sea notes|jasmine|apple,cedar|oakmoss|musk|sandalwood
lacoste-live,lacoste-fragrances,soft spicy,lime,green notes|watery notes,licorice|guaiac wood
match-point,lacoste-fragrances,aromatic,basil|grapefruit|pink pepper,gentiana|clary sage|geranium,cashmeran|vetiver
south-pacific-sandalwood-perfume-oil,nest,woody,sandalwood,violet,vetiver
this-is-her-undressed,zadig-voltaire,warm spicy,orange blossom|ginger,ylang-ylang|skin|salt,musk|sandalwood|benzoin
endless,sarah-jessica-parker,fruity,plum|red apple|ivy|pineapple,peony|magnolia|jasmine|chamomile|cloves,patchouli|oakmoss|musk|sandalwood|suede|vetiver
adidas-ice-dive,adidas,citrus,mint|grapefruit|lavender|bergamot|yuzu|mandarin orange|kiwi|anise,geranium|sandalwood|patchouli,pepper|ambergris|musk|tonka bean|vanilla
adidas-moves-0-01-moment-of-truth,adidas,citrus,mandarin orange|pear leaf|bergamot leaf,coriander|cardamom|freesia|violet leaf,white musk|sandalwood|patchouli|amber
animale-instinct-femme,animale,white floral,bergamot|mandarin orange|gardenia,orange blossom|narcissus|jasmine|peony,amber|oak moss|vetiver
chaleur-d-animale,animale,aromatic,sage|graperfuit|cassia|bergamot|mandarin orange,geranium|freesia|violet|nutmeg|coriander|cardamom|orchid,lily-of-the-valley|rose|musk|amber|patchouli|sandalowood|jasmine|tonka bean
